FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
112328,7155546,58218225456,154172,300615221,300769084,370,7434,6492,626719,59727992648,1
127090,42642509,19862188571,553863,57967845,58521175,609,4459,5998,4170183,48418457684,0
204803,21316065,17803960928,301130,464412338,464711635,929,9411,5030,6435518,11913094642,0
119744,91334879,50966487217,425435,296377766,296802481,192,9992,9527,4558647,35489177740,1
211700,49178436,24562453862,925624,93325136,94249075,864,5246,6523,782915,58016547904,1
183355,38101224,90343561620,847489,75214884,76062035,538,5909,141,5865975,6458375289,1
163729,79428048,54099636515,156832,666978117,667133253,204,1268,4768,543190,99011299682,2
206470,12171118,91359274772,941694,567437572,568376829,389,6103,7379,218462,48276198906,2
169402,14774134,56207573721,15622,892683184,892697553,1072,9156,6872,3577332,8607009577,0
112819,54225228,92546852664,901025,634001037,634901746,445,9238,2236,1226328,50437587723,2
175114,5232149,9944501014,263805,582892679,583154750,141,9439,4870,3058030,38356234012,0
187965,45092718,80847086970,371585,770626036,770994489,1070,3180,1655,105617,46702333433,1
194038,4176744,60077928361,985162,414575875,415558531,162,2205,3448,2817084,99415913423,2
196262,98755953,58781030228,464137,598645577,599107007,106,5371,7053,2312028,52524331320,1
130604,44172039,22992364129,810392,679566601,680374665,289,2493,8165,2773469,10300073683,0
116373,38811890,45992815339,241061,895987760,896226804,684,1371,4352,3788788,60316185958,1
121489,52283764,47161175739,530513,419717219,420244449,191,8255,4756,2391793,17889489321,0
148201,38054322,49758077459,322499,255758395,256078828,659,3439,2862,3184615,9667125335,0
189152,13507457,5417011388,832000,271605244,272434922,326,4144,3573,8031424,14836591935,0
167383,65125096,2563553219,457548,201564866,202020705,260,7345,2682,8314827,20703193813,0
203675,79650231,5018895101,12726,594381778,594394178,954,4702,9420,6229633,60841699969,0
190794,45930152,24741197526,920406,656487409,657405800,111,8040,5934,9263848,14256574639,0
122624,24761113,93340750525,911239,767046154,767954821,997,2606,5078,1346852,77617323841,2
124727,76014710,89904436871,187171,253980069,254166446,148,7183,5698,4130883,66927796975,2
150661,21868834,20746472106,209916,814813580,815020066,841,9636,5675,4126139,5814446196,0
149835,26087670,69483426877,907869,969422261,970328436,760,2387,8638,494629,29733298213,1
185987,94155970,64699344153,461872,746828779,747290185,603,7362,5310,3266304,79399413396,2
183883,47901133,11315121214,98804,843477270,843572877,352,8172,5166,7978361,57113192501,0
158144,76228143,68099458318,351561,501573712,501924265,14,1176,5318,3504973,41875695751,1
144622,57407747,52589454799,86281,370899563,370985417,821,7174,195,3501998,66869280447,1
174348,93445631,72688002166,164756,434839777,435003429,1034,2236,451,9485537,91371954407,2
152986,50996093,32436023642,296307,791252187,791547619,926,2785,7443,3610484,41627156036,1
188633,94629539,4898530354,678521,401851802,402527443,968,7345,9079,986770,37920022795,0
176397,8522628,65641116622,194469,605552045,605744030,1044,5105,807,7842106,95807688537,2
129136,64076950,35736684196,706363,921446611,922151810,420,2105,3249,8293901,89539111228,1
210512,92117620,89717369744,798745,797676349,798474219,398,1565,844,8724658,12698995603,1
175726,80574423,91020501206,925884,539180653,540104283,472,4843,3512,4843112,45671091038,2
140516,63055255,5647848337,997452,167768615,168764718,217,9444,9516,4137753,87402482904,1
213362,57317430,79474718473,948074,463374907,464319475,315,5128,287,7898883,97244927463,2
135198,45084901,57826695728,801856,659427389,660228043,379,4896,745,5929321,45986091866,1
190808,15765929,49982915698,374478,182106886,182480570,588,5439,8788,4802949,83925514125,1
119617,39901249,16255297198,584371,857287170,857870968,687,4422,1016,5081734,80703624903,1
203065,10390921,52038301818,372011,938555403,938923854,898,3385,7869,1902205,17365857455,0
148466,81247068,85561279827,552954,785639734,786192078,494,8493,4240,2240507,97069972460,2
196083,74129467,25494234233,669561,469291198,469957315,912,7099,4055,8644639,20558832866,0
130168,56419277,75107665864,938945,280558212,281496797,652,1407,723,2065935,68521448240,2
128596,79368535,12127826844,620461,348433627,349051859,1000,1357,5906,6875320,28624671245,0
114904,11052065,51770343523,713044,249936093,250647476,554,8847,8971,2431121,62131080331,1
171963,30867717,78778280359,754806,991614310,992367053,1002,9469,6512,5961502,56390634757,2
182326,86935339,23262457858,373466,970147980,970518768,41,3796,2397,7349728,93260546115,1
127791,26198535,80551965921,859518,667900498,668756748,958,6577,2535,5496919,59258556083,2
141695,2758096,39614494526,484961,711810778,712291809,444,2709,4038,6316068,81607885676,1
171142,40077043,33410292527,678596,559348277,560025231,349,3130,4466,1187474,95173394763,1
139583,54759191,54411073972,323725,568900685,569221462,891,3129,2586,2206745,18785124464,1
144678,11142883,10886892991,377697,196962264,197336602,87,5990,2375,5672527,3323176153,0
203050,35208076,25499445266,177284,516786032,516960337,987,4219,8435,6407916,99200496214,1
195343,70019328,30129830104,850636,957774728,958623937,368,8579,2448,9860180,61860411338,1
174964,77629219,76095863783,257546,744729118,744983178,772,9511,8401,1657306,26832906061,1
146554,31720078,32734360435,100525,601486546,601586378,535,6715,427,6122770,33142375403,0
112432,72673847,83072330550,351181,17691775,18042910,478,5193,4792,7431968,72946844920,2
197258,6105962,82027282548,138345,164813823,164949776,588,8188,4234,7852171,91922218982,2
199322,25685042,77244148418,466287,82368552,82831794,1010,9103,3588,5342930,69281342122,2
145931,35244957,55758455232,913767,839465015,840378521,225,2006,4835,7257501,63552291643,1
206111,76301191,92505357600,863549,770086650,770947223,219,2405,9758,1126482,19799855038,1
192854,49299075,7343445301,579070,892207998,892784760,900,2188,4370,4667338,57552028511,0
171503,19313051,7854499286,108765,998628614,998733448,777,1571,3758,5451948,15327143175,0
203426,98198514,81601003095,535200,483149835,483683783,206,2173,5113,9271019,45447784728,1
191850,74853727,34093872939,739805,596343692,597082522,209,9602,837,3398338,84238394844,1
180312,18717436,22948928129,101355,70821974,70920477,804,6959,3579,690304,27564342164,0
188877,95191931,23710664898,232495,620075355,620306680,543,8471,9511,7769984,19939615151,0
137789,46525769,94641550520,693628,393688541,394381745,199,3571,1767,9302017,76661369502,2
132580,55637895,33913545549,941820,733473919,734414858,313,9233,4972,4456953,42795173697,1
135934,51954351,42677419393,299686,572205831,572501944,418,8689,1037,8277081,25540655229,0
213323,31991253,14818442043,272368,343804663,344076324,580,8288,5315,3235153,51518027836,0
191231,53365027,54234726834,510257,140874318,141383118,475,2236,5796,2491757,51943183672,1
155776,79375023,80642628590,961063,324202969,325162290,272,4329,7727,3670878,36534263894,1
177396,19115984,71936891738,731207,445162368,445889642,1043,1443,4485,9085531,73047113161,2
203188,30502776,89524662321,13695,306135901,306148014,235,2949,5100,6628593,46479924969,2
205531,37723772,90395517830,942313,449649516,450589629,763,5116,1846,4105381,81419918259,2
165117,61344677,33236740151,117287,891050055,891165277,194,9631,2348,9576549,32266276254,0
158502,6737096,63495247473,229718,753049721,753277428,166,7450,3197,1887862,70985631135,2
155217,9593994,95621531786,969229,721954764,722923423,29,6801,374,3799864,25442387243,1
113497,20301001,91489964782,770134,125663510,126432394,356,2452,759,8785808,85028609449,2
132646,90974415,43788912154,835164,198632113,199464029,867,7906,7206,2218501,27694963511,1
145057,58510948,46425045646,526825,691515025,692039954,867,9124,1805,3141846,63066568907,1
177957,53889666,78403469617,443411,481227648,481668512,765,10028,8526,8559115,30526820789,1
115253,38346297,14778385269,486968,376077260,376561155,920,8395,7800,3587863,90200457037,1
194171,89346063,4653849378,854236,178235091,179088816,977,7321,2905,5905150,23678845794,0
213360,3223691,39028037605,29919,653655737,653685515,955,1322,2744,5803101,60953988089,1
141704,73522264,22001492186,831654,740258881,741089290,862,7512,7953,3053937,14174369644,0
151781,38371270,47444707616,32807,515416212,515446786,634,9985,8208,3243517,61365272972,1
131671,93869576,61826811741,107024,367452085,367558939,133,5408,8946,7957953,51793106948,1
132561,20987873,22981463282,959198,910973655,911931981,721,7250,7464,2341656,13062391420,0
187150,38553370,95010610376,952492,689279837,690229481,236,5944,8874,8276973,16784593626,1
155248,42197469,22727018277,765553,50135798,50898056,218,7177,2770,5678592,81499998411,1
174552,22429502,6751887973,33479,825577399,825608200,92,5222,9317,5945057,6543127461,0
192962,47201468,77372226747,593403,682972833,683562357,947,4193,4023,4256335,49312330282,1
161303,33154058,21360037077,337446,154574804,154911180,59,3010,8016,7238584,21072067221,0
171369,6153621,46088859119,995787,963570057,964562487,732,2494,5275,8909973,22474419222,0
131682,36060404,95264648284,698860,393387470,394083042,427,5352,8646,3987250,92653599319,2
131502,62427687,89045107165,740097,411089853,411828375,571,5036,9229,4146036,64406423393,2
208100,80484799,88559640858,120380,326625842,326745789,966,1997,3175,4647452,80254060730,2
148597,36288268,87216394992,609603,270377513,270984747,643,2816,5222,2982312,29974321378,1
169048,74029458,98193291540,837357,341567570,342403707,322,8950,6371,8050937,82954092853,2
197074,58772315,28265539105,310503,97249705,97558810,475,4107,5950,1013295,45222238221,1
191426,97363514,42406530430,306599,836093295,836398007,424,1281,5585,6725906,39932925725,1
149086,78848875,95925547795,126394,993038364,993162930,788,9183,9901,9717509,53985693805,2
208687,28792389,19583770575,655463,887647134,888300138,624,9613,4514,2874542,45705199671,0
179349,37582061,56970092542,652220,907769360,908420350,882,2706,1592,7761600,11302824961,0
157262,10640245,88864208392,957118,928772434,929727058,381,9225,9812,6000530,93478629380,2
170326,91016232,93800166833,707688,700067849,700771633,25,3729,4258,5424684,63433404571,2
121148,60902569,89403648685,856184,27814277,28667033,803,5001,6985,410095,9310093390,1
175590,57824270,68128709290,957539,763965689,764921707,287,3013,3600,9458292,92917045443,2
154260,75002779,94724274039,738151,152239671,152975169,491,3127,7166,9853691,25303450081,1
150338,72978228,64162964565,552668,593734643,594283645,194,6739,4221,6342765,87685112553,2
208735,39412784,95726968282,100476,771917075,772014199,227,2392,7422,6907082,61511871679,2
134897,78566739,25505605803,632173,145580870,146212668,729,6652,6523,5485568,68297824045,1
171492,60763746,88492239136,205405,704336113,704538371,202,2199,3819,8204340,74476603741,2
165870,61578024,27714294960,278706,18786374,19062946,1031,7138,2427,3278810,70281455342,1
167938,65066599,89619648013,944636,312730707,313673350,115,8922,2730,2836804,89172511142,2
193957,20487502,69063870458,119192,369978618,370097781,458,1642,3712,4352881,21362964821,1
196744,55632441,92336797963,647001,557709012,558353088,474,7807,7248,2099952,2046254399,1
171664,98119758,74679031370,170954,39333345,39502692,873,1620,8653,7516757,69407336687,2
214105,9996810,46201484446,284449,579154419,579435278,757,8174,7075,2021470,51773224098,1
210569,79961834,54810324928,742868,810819477,811560967,838,6492,1548,9220926,58476868172,1
136030,70249222,4759478226,979325,74208560,75187446,219,6333,8259,2017254,31197945205,0
165112,56164852,79306653292,560373,878012751,878572081,857,7158,303,8881408,30496133522,1
156442,75535505,43921278374,597873,862221824,862815899,183,9525,1617,9414544,16490444546,0
140223,67904436,18406330093,388021,421008961,421395229,245,3061,8272,1035529,41165227430,0
204746,10483500,50318084078,936648,54655672,55588836,601,4609,3638,8659205,82832765067,1
151934,67897692,54939223106,109232,469632282,469740777,802,9454,5780,9955699,64138077694,1
174893,20353271,99467052052,495862,120012535,120508108,510,6105,7253,2843942,61547815119,2
138941,93977985,90523095752,794437,855575760,856368190,932,1374,4725,3112432,26071722561,1
186669,83438773,45782146928,958474,324494039,325452356,751,7911,3810,5491438,54793458850,1
172614,54913429,13982440999,255537,333569448,333821682,393,9582,6767,4837409,75485856390,1
117356,8236524,50077362802,431962,630387590,630818214,978,2131,3924,6453411,95343088417,2
114662,94139024,74281117418,474096,498398404,498870935,754,4249,4458,5291561,90726681257,2
181162,72334995,41697736755,276604,646195425,646470283,849,4534,4471,1433739,9782814350,0
129416,46644974,87082069372,680168,215569751,216249467,955,5523,6553,7390882,71678442419,2
180495,64463070,65326109507,312169,686609871,686919265,137,6957,3112,4856242,13347640151,1
161925,60686244,40777346297,717216,407915227,408630634,338,1453,7424,8213007,30935496594,1
151927,70020601,28358826992,849943,543782393,544629599,942,7013,2029,9144832,47693551855,1
127288,27872006,64281492016,376655,205913244,206288379,514,2095,846,4964263,62487512868,1
202725,90779611,75576355325,46590,95659653,95706186,249,6131,4226,8476984,32270161382,1
170188,91787638,9067399220,43559,360775037,360816697,1015,4908,3346,3286980,64394415163,1
208879,60414449,18253257268,358786,982820806,983176478,329,5596,2808,9016849,14964140667,0
119353,51800362,76473818677,618946,904204333,904820334,681,3245,9676,5960153,22360650731,1
146527,97809435,28833918957,746405,50908428,51650839,520,5008,2680,8276218,25067991886,0
127166,49497675,49602042144,979526,626830274,627808931,618,4924,2541,974394,66510648987,1
115125,67756121,25191852469,738562,81433396,82168848,435,2049,8018,7908539,11392432540,0
138314,8974132,31829034131,200447,706392395,706592377,527,4878,4910,7499810,30565013162,0
190922,29232859,4764286136,170254,969751178,969920541,943,1277,9612,6360714,48390263794,0
134144,98497338,74819967673,888953,386709744,387595553,273,6954,3235,9912397,21193217043,1
181504,1943442,96367612411,542782,221439326,221979711,194,6102,1807,5626293,51716900864,2
117071,33761392,42032459631,228050,226900932,227126558,519,3454,6170,3589002,56409226472,1
127164,82435167,90820046556,913660,320804856,321715189,275,4120,5543,7092030,30503002226,1
118717,60283360,57773643453,86695,611406016,611491872,1020,7394,3219,8239252,92910710074,2
177576,16934500,40340453564,482387,353415501,353896344,158,4056,9358,728709,74223362963,1
209034,30278087,5458779566,362756,728741621,729102958,71,9694,6239,9090520,54743462205,0
170142,75208114,47600117145,956315,694187499,695141527,133,6709,7587,6968850,47029757929,1
177792,62223663,88616130870,350024,281364472,281714081,879,6221,219,2969863,93090981543,2
